wc_match_id,event_slug,market_type,question,condition_id,yes_token,market_open,kickoff_utc,closed_time,resolved_yes,volume_usd
10,fifwc-can-qat-2026-06-18,home,Will Canada win on 2026-06-18?,0xc90f95af1a5d4e392fe9cc484f1b1a0983687865e7b85910ae89300c2076e4a1,72434460309427898004674696764153066565237298072408402131497058701161364650505,2026-04-06T22:41:53.177228Z,2026-06-18T22:00:00Z,2026-06-19 00:23:32+00,1,14324374.22380302
10,fifwc-can-qat-2026-06-18,draw,Will Canada vs. Qatar end in a draw?,0x4691465cd4ac73b2fc650d87ba8a4b9cb41dac7d7c74b746b9fefe93803acf9b,20349696283279625969179471671979665049068091025127882278606364235785111743882,2026-04-06T22:42:03.313479Z,2026-06-18T22:00:00Z,2026-06-19 00:17:17+00,0,2453933.700392984
10,fifwc-can-qat-2026-06-18,away,Will Qatar win on 2026-06-18?,0xbbf3d45e340d1b69feb4f8b1078ecd4e79012299766980def72c58e6dc811117,12449312449220028732329011560175624873500857403580896927070982513454645477597,2026-04-06T22:42:10.543564Z,2026-06-18T22:00:00Z,2026-06-19 00:15:08+00,0,3684427.4384670057
11,fifwc-che-can-2026-06-24,home,Will Switzerland win on 2026-06-24?,0xe1953a0f479de0ff3efabb7dff6116ff6cb9d7fe2d7ee6526c5d68da9cf09767,47959944460657228985055674449790383802464381124119024576562949363346901336433,2026-04-06T22:40:00.371791Z,2026-06-24T19:00:00Z,2026-06-24 21:19:47+00,1,9495043.802012082
11,fifwc-che-can-2026-06-24,draw,Will Switzerland vs. Canada end in a draw?,0x10b4a49cc233715e3b2154533c654fcbdcac6c03b3b415611c5c014872e80b3b,37383901604222109615025559390838815185792875162240758491134459674611890551849,2026-04-06T22:40:04.392038Z,2026-06-24T19:00:00Z,2026-06-24 21:08:47+00,0,2629400.8803140204
11,fifwc-che-can-2026-06-24,away,Will Canada win on 2026-06-24?,0xfec117e3f24c0ee72f753bb35c743d6248212998c001b400609858caeb3fcc00,11943790724298456336310029997668350808838445628633810142424962411400618768716,2026-04-06T22:40:08.551837Z,2026-06-24T19:00:00Z,2026-06-24 21:08:47+00,0,3297138.0804799804
12,fifwc-bih-qat-2026-06-24,home,Will Bosnia and Herzegovina win on 2026-06-24?,0xf224cac9c315d3693bbcbd8406460b8052ecc40df364f7e2bc6079c072cfe219,4925888325464503545476254709875431093074337031801188092359865362530954679246,2026-04-06T22:43:43.475091Z,2026-06-24T19:00:00Z,2026-06-24 21:19:47+00,1,6377745.771588955
12,fifwc-bih-qat-2026-06-24,draw,Will Bosnia and Herzegovina vs. Qatar end in a draw?,0x44a0f6adbea52acf0a97b90870a637a0bf577dc09b9b376ea56a0fbe86f68e12,41091023424245040139527172073533600163970138599488326259532662687088517955772,2026-04-06T22:43:55.114621Z,2026-06-24T19:00:00Z,2026-06-24 21:15:16+00,0,1648195.889902996
12,fifwc-bih-qat-2026-06-24,away,Will Qatar win on 2026-06-24?,0x339c300a9cfe452223d315d03c35473063ee904bbf3821741ed2e3ddfc27426d,89402197250849053016718398593367058168289729633872183585442421218420206745943,2026-04-06T22:43:57.475072Z,2026-06-24T19:00:00Z,2026-06-24 21:15:16+00,0,2275574.7971670018
13,fifwc-bra-mar-2026-06-13,home,Will Brazil win on 2026-06-13?,0xa75053ffa630e41fdc08a0885fe0614716ecb13061ac460914bfe498038d5364,105492577477219588134242978490999229511934661984574714868659540712157271273221,2026-04-06T22:24:10.738233Z,2026-06-13T22:00:00Z,2026-06-14 02:06:57+00,0,15381429.4228347
13,fifwc-bra-mar-2026-06-13,draw,Will Brazil vs. Morocco end in a draw?,0xb20f96ba6ccf4555d4e3adcc97a561512ef27af67183b52d32283066d4a81853,28514355574680631350512719849093140985552525989838015190207068633860196282876,2026-04-06T22:24:12.755253Z,2026-06-13T22:00:00Z,2026-06-14 02:32:57+00,1,4766120.346133054
13,fifwc-bra-mar-2026-06-13,away,Will Morocco win on 2026-06-13?,0xa4781f5d97b6fe28ca7a69353b89e3401a9483a4c7bfc2f493c6cca138bd9c82,75153795433255397954364392370254909445351765396945509274877503457182682318715,2026-04-06T22:24:14.818542Z,2026-06-13T22:00:00Z,2026-06-14 02:06:57+00,0,5942379.822132901
14,fifwc-hai-sco-2026-06-13,home,Will Haiti win on 2026-06-13?,0x05a303645ac39405969df3786b6e33c74ec3be9e1779adba11e619a10d1feab0,56618826743104010959172273659413209775316700999254592964223431451553591299446,2026-04-06T22:33:46.007296Z,2026-06-14T01:00:00Z,2026-06-14 05:04:27+00,0,4799390.769881002
14,fifwc-hai-sco-2026-06-13,draw,Will Haiti vs. Scotland end in a draw?,0x2b759e69e6b2f509efebfe969cd26ddf30b84242506ddb5ac1e9a8b36cac22a2,24186604708120375516053204147615433593913499983599603531568767418358336827296,2026-04-06T22:33:50.990934Z,2026-06-14T01:00:00Z,2026-06-14 05:04:27+00,0,2397939.559846993
14,fifwc-hai-sco-2026-06-13,away,Will Scotland win on 2026-06-13?,0x1f2bb0bfc3c7b3c9ab678ce9e89cf68bd6daa83385c4834f669cb00c540276f2,38620007602877950561785055194486422431765048561026651240000808038396318703092,2026-04-06T22:33:52.991422Z,2026-06-14T01:00:00Z,2026-06-14 05:32:43+00,1,17517132.89494811
15,fifwc-sco-mar-2026-06-19,home,Will Scotland win on 2026-06-19?,0x5fac5a47f11802e8a7b82d76e05461bd4551fe199041fb45c5e6228c56532d4a,101256141817216466245038151589296191044974050560393587426784474074655264282404,2026-04-06T22:29:55.016266Z,2026-06-19T22:00:00Z,2026-06-20 00:11:47+00,0,3112927.7595589934
15,fifwc-sco-mar-2026-06-19,draw,Will Scotland vs. Morocco end in a draw?,0x577cffeb67b4b292a9f8e29b967e5de1c409333fabb752cf5057768c5e900422,109269497217299502116676395480596041754607662236964061073622120751625474742107,2026-04-06T22:30:03.053851Z,2026-06-19T22:00:00Z,2026-06-20 00:11:47+00,0,1594689.5910989924
15,fifwc-sco-mar-2026-06-19,away,Will Morocco win on 2026-06-19?,0xbc28e92d1fa999e842caf926cff56a580fb477f26d8c44c99aa29beb78062241,40791250908933508853723465614961035896557737979546129504169818299128524475478,2026-04-06T22:30:08.192975Z,2026-06-19T22:00:00Z,2026-06-20 00:16:10+00,1,16880499.15083813
16,fifwc-bra-hai-2026-06-19,home,Will Brazil win on 2026-06-19?,0xc90381f6021b8dc8d07dd3d783d3927f34706f8ce1ed097b21cc92f31b5be076,103041090730063233481678246468943921262520375914356653176409396265510672924686,2026-04-06T22:31:24.681461Z,2026-06-20T00:30:00Z,2026-06-20 02:47:17+00,1,8523406.23501897
16,fifwc-bra-hai-2026-06-19,draw,Will Brazil vs. Haiti end in a draw?,0xd414a4bdb4c86f835fb31e432ab3ea15e374fe7f39b6b0a224c7a521378967ea,44654769333046528346139965331873489889567163297280225286353492828529494504482,2026-04-06T22:31:33.286626Z,2026-06-20T00:30:00Z,2026-06-20 02:43:49+00,0,2105203.810441997
16,fifwc-bra-hai-2026-06-19,away,Will Haiti win on 2026-06-19?,0xc7a9f8cf846f6eba833fc69da7340af7c150e6cf72fc9501507a4431bbcde19e,103635844992876723144379951385842243916752648056505794536281053774467895997557,2026-04-06T22:31:39.348515Z,2026-06-20T00:30:00Z,2026-06-20 02:43:49+00,0,4595492.302914978
17,fifwc-sco-bra-2026-06-24,home,Will Scotland win on 2026-06-24?,0x15ae32bb6f46f35220af9e623242dbcafffc965770a298316699a6ac2bb11b56,47270884544902187710532732045488098581735089212206395717548237797985049565017,2026-04-06T22:40:19.289969Z,2026-06-24T22:00:00Z,2026-06-25 00:19:50+00,0,2735212.6843849923
17,fifwc-sco-bra-2026-06-24,draw,Will Scotland vs. Brazil end in a draw?,0xa46926b0bdef66209285cddc3a0fa99e371cccd7459a39693ae7ab76f38d80e7,54309860001036020325260313945791541663708085536541558286760328646880884748167,2026-04-06T22:40:23.336054Z,2026-06-24T22:00:00Z,2026-06-25 00:19:50+00,0,1427203.8803529954
17,fifwc-sco-bra-2026-06-24,away,Will Brazil win on 2026-06-24?,0xd14544ac7360f37de17eb6a442694de21a8c5ea01714323be6409b002c4d7d7d,52345319584298671384241333674201063268836142597903677481641810116870044724915,2026-04-06T22:40:31.315846Z,2026-06-24T22:00:00Z,2026-06-25 00:30:16+00,1,7707332.210679964
18,fifwc-mar-hai-2026-06-24,home,Will Morocco win on 2026-06-24?,0x649bd3dc845f647aa8c9a739ad8de245b853224961afd01127de0071c13f84b3,42374815657442465500075937904016131801776204492796944288908751005433960581826,2026-04-06T22:56:32.859811Z,2026-06-24T22:00:00Z,2026-06-25 00:19:16+00,1,18844769.047732238
18,fifwc-mar-hai-2026-06-24,draw,Will Morocco vs. Haiti end in a draw?,0x6fcd127dbe2c45255d6b201b1b250c69dbf940de0fe80b4e40e23822c963443d,68776813465861057429364788692653606338774440682215453744115148189876641784361,2026-04-06T22:56:38.094512Z,2026-06-24T22:00:00Z,2026-06-25 00:13:37+00,0,3152065.882678962
18,fifwc-mar-hai-2026-06-24,away,Will Haiti win on 2026-06-24?,0x060f4b969fc1f6b09682c1e7d9ae218273fe3f197977d1db22ccea01f42d895b,16734149502738704359673067089022355535903790350570508474097898646900570148376,2026-04-06T22:56:46.911849Z,2026-06-24T22:00:00Z,2026-06-25 00:13:37+00,0,5424218.267011964
19,fifwc-usa-par-2026-06-12,home,Will United States win on 2026-06-12?,0x26c10c27cde58e2d6214d65ab562d8142d34723b3b6ec3f40836d24f6d22dfc9,1053697017401072331517873943000159665286188444438499834342450614809920055961,2026-04-06T22:23:11.306614Z,2026-06-13T01:00:00Z,2026-06-13 05:49:27+00,1,27745325.144072264
19,fifwc-usa-par-2026-06-12,draw,Will United States vs. Paraguay end in a draw?,0x3774cdf17e49143a4f6e10812df8b06113731493842fccc52dea045a1744ae61,21443346281887816581515410030230333606155013108124688608906518902705450285763,2026-04-06T22:23:14.335818Z,2026-06-13T01:00:00Z,2026-06-13 05:05:27+00,0,5433133.000561047
19,fifwc-usa-par-2026-06-12,away,Will Paraguay win on 2026-06-12?,0x86f102a31cf4b12dbcf31ae8c62c526c0b538d5b7eb1af5947d0b0378522f926,61818169216515152409825014521551448207788109103141434403938162619298245828983,2026-04-06T22:23:22.363663Z,2026-06-13T01:00:00Z,2026-06-13 05:05:27+00,0,6135767.626247993
20,fifwc-aus-tur-2026-06-14,home,Will Australia win on 2026-06-14?,0xaaee502e7f2378521ba15c183e2762cecab013dd42f7600f7b35e99e0882f08c,45307929350007847491024268648960623527752242214197163455465935647967776740420,2026-04-06T22:28:02.973524Z,2026-06-14T04:00:00Z,2026-06-14 08:26:27+00,1,3932454.874610917
20,fifwc-aus-tur-2026-06-14,draw,Will Australia vs. Türkiye end in a draw?,0x12c17c04d2e404bd85a8c65c04cd7e8799a6295c7f74414feec5e867fa40cc5a,6662878441952849446233566648423545530864333832885592059537972358106179673000,2026-04-06T22:28:10.786454Z,2026-06-14T04:00:00Z,2026-06-14 07:59:27+00,0,2234461.1001110044
20,fifwc-aus-tur-2026-06-14,away,Will Türkiye win on 2026-06-14?,0x48880e3355f031da13b5ed1142d209396bdec61acf6c0945234ff6e5edab9ebf,75303319363351541204962251598715680468515536085970822119844634963431663113508,2026-04-06T22:28:19.014875Z,2026-06-14T04:00:00Z,2026-06-14 07:59:27+00,0,15897492.422452303
21,fifwc-usa-aus-2026-06-19,home,Will United States win on 2026-06-19?,0x7ebb07134794576c154f06fbaa1cc61a5292d58e280ce98207977771c0326c27,39108014906147153132558864303811863989716119429482110734018531773663181557097,2026-04-06T22:29:35.086944Z,2026-06-19T19:00:00Z,2026-06-19 21:25:16+00,1,13451120.520932108
21,fifwc-usa-aus-2026-06-19,draw,Will United States vs. Australia end in a draw?,0xffa05800960fb8b1532c0f3f99f51b4996c9b447b0b195635e644e071e4b63e7,14729379386817258537354006783786102068178286988322042272817558435233867171838,2026-04-06T22:29:48.932541Z,2026-06-19T19:00:00Z,2026-06-19 21:25:34+00,0,2505603.654689007
21,fifwc-usa-aus-2026-06-19,away,Will Australia win on 2026-06-19?,0xb1fca83dd9b3046c8db3ae0de2c8d56ee5d17d3aad54b7bbfa5c65000f6df350,63278746552959073436363985715772152424855372958904540749550690656971780048497,2026-04-06T22:29:53.129585Z,2026-06-19T19:00:00Z,2026-06-19 21:16:47+00,0,5959712.344409044
22,fifwc-tur-par-2026-06-19,home,Will Türkiye win on 2026-06-19?,0x7bed81b0bd1cbe7cae0ad49fcf2d9e068d1ea2da49a36e638712daa55712a184,28938745417558857896442238911870725474349404919267969141124175484009211562921,2026-04-06T22:25:06.577999Z,2026-06-20T03:00:00Z,2026-06-20 05:19:40+00,0,25033864.729953494
22,fifwc-tur-par-2026-06-19,draw,Will Türkiye vs. Paraguay end in a draw?,0xb1a0254ee2dfe4fc6bb05e521cd068d463245f3763cac6ed3c464d6499a8cc07,32119774861601767809867283650069946484685075980505835201995035137150231372345,2026-04-06T22:25:10.601447Z,2026-06-20T03:00:00Z,2026-06-20 05:19:40+00,0,1983967.7504359866
22,fifwc-tur-par-2026-06-19,away,Will Paraguay win on 2026-06-19?,0x4a2085d9d7302a081b64016124cf1981a5bcb1118392c9d645f1abb57ea14d65,71048226321294851841817266819205234468444418485834628185639241813564580583954,2026-04-06T22:25:22.475945Z,2026-06-20T03:00:00Z,2026-06-20 05:21:49+00,1,5619954.104299974
23,fifwc-tur-usa-2026-06-25,home,Will Türkiye win on 2026-06-25?,0x81cef42df3d25aecf0bf7e96c344202e86f447f2f3ba2e4b8eb59f4680efeb22,23905785647225133250068955131316534532801742215919018709867564550696854194755,2026-04-06T22:31:45.292028Z,2026-06-26T02:00:00Z,2026-06-26 04:22:38+00,1,7603363.7921550535
23,fifwc-tur-usa-2026-06-25,draw,Will Türkiye vs. United States end in a draw?,0xdc34b1a1507fb269c41fb4750880a7774d396f00b76e95c5746c9fe454e6085c,84455986553231783484004493796796163763072739538940527173028153992346042419876,2026-04-06T22:31:56.427541Z,2026-06-26T02:00:00Z,2026-06-26 04:18:55+00,0,3410765.293446993
23,fifwc-tur-usa-2026-06-25,away,Will United States win on 2026-06-25?,0x32552863fe8014da2613037970661f0d49f415c86a88cb3d65af7a43395bc4ad,47236739815607347436394828740644657912816815268002585518946427187074399713739,2026-04-06T22:32:00.518257Z,2026-06-26T02:00:00Z,2026-06-26 04:18:55+00,0,36081118.38206247
24,fifwc-par-aus-2026-06-25,home,Will Paraguay win on 2026-06-25?,0x75d91cd268cec8d688b8a7e543b149700bf45d9f62e9fffa479b18f19a60a63e,49296719184627637111102906756410924588753297305614598618877406701338912319300,2026-04-06T22:37:25.89372Z,2026-06-26T02:00:00Z,2026-06-26 04:10:37+00,0,3856500.5198549745
24,fifwc-par-aus-2026-06-25,draw,Will Paraguay vs. Australia end in a draw?,0x73cdf481e0d213e3ad3b2c096ad9dfea604b6587900419d0a214aac966c68988,37005314859048726898779825465316653816506760625587636277026357315052111971182,2026-04-06T22:37:29.781537Z,2026-06-26T02:00:00Z,2026-06-26 04:14:52+00,1,3858748.7534999955
24,fifwc-par-aus-2026-06-25,away,Will Australia win on 2026-06-25?,0x65d30f3d41bbab278c2108ab0883d7ae1a9fac97a2086542a975d885a9c72dba,21990437237634439641535931317392242133464382121486985420713435551817663743535,2026-04-06T22:37:36.515097Z,2026-06-26T02:00:00Z,2026-06-26 04:10:37+00,0,4724579.781476011
25,fifwc-ger-kor-2026-06-14,home,Will Germany win on 2026-06-14?,0x00cf3efc18a950cf442049aa0770903f0ab8606212499e0e4196bf74c102c456,80258038883060787104700033663206548991173635281684057844048254140005841868705,2026-04-06T22:47:19.330266Z,2026-06-14T17:00:00Z,2026-06-14 21:29:57+00,1,6860608.394732029
25,fifwc-ger-kor-2026-06-14,draw,Will Germany vs. Curaçao end in a draw?,0x18f73aca12019d3fc2a03e7af28f6ebcec12634413819605d7cfa3db20073f26,43065699114218738643061430368238869232700747238329067809024727726995177258597,2026-04-06T22:47:27.348152Z,2026-06-14T17:00:00Z,2026-06-14 21:00:57+00,0,5649949.747098044
25,fifwc-ger-kor-2026-06-14,away,Will Curaçao win on 2026-06-14?,0x0fe5bb2f2da60b0bcb4855dc0cc3101dd1028f6639479bdeefecacb0102869a8,84520506461080918199836241264297202134105253634264892405638380867421157597093,2026-04-06T22:47:29.602448Z,2026-06-14T17:00:00Z,2026-06-14 21:00:57+00,0,13022834.40429326
26,fifwc-civ-ecu-2026-06-14,home,Will Côte d'Ivoire win on 2026-06-14?,0x8f92746709a4fc82f4d454e162046ac3590e3a5a7564540806a6c5f8a87e6738,97954339861337592198517897825570585108397895633529524888621528267394350049120,2026-04-06T22:32:30.852268Z,2026-06-14T23:00:00Z,2026-06-15 03:31:27+00,1,5999811.041706935
26,fifwc-civ-ecu-2026-06-14,draw,Will Côte d'Ivoire vs. Ecuador end in a draw?,0xa6c938b3402538af5faa626dc882bd7995db132df1c4ea669db7841df3557678,51076507708274140524034686501213174543010993864036676754773732528820025061669,2026-04-06T22:32:40.635084Z,2026-06-14T23:00:00Z,2026-06-15 03:06:57+00,0,2728063.463189995
26,fifwc-civ-ecu-2026-06-14,away,Will Ecuador win on 2026-06-14?,0x3150ba668d15e1c248c71bcff71c67f1adf87063db7047f27f15ebbc9a1a6a0d,28508563298912772074214719307109307518904085025750423135797235005006783326548,2026-04-06T22:32:42.579934Z,2026-06-14T23:00:00Z,2026-06-15 03:06:57+00,0,7355659.3151120655
27,fifwc-ger-civ-2026-06-20,home,Will Germany win on 2026-06-20?,0x232342e2a9200b203703a816f9d99d1c6a872333567af16f43d67a255e1a6aa8,110881534500357968934646596900153818247967390745149544995654778360419076918150,2026-04-06T22:28:52.746942Z,2026-06-20T20:00:00Z,2026-06-20 22:26:04+00,1,31040324.64426019
27,fifwc-ger-civ-2026-06-20,draw,Will Germany vs. Côte d'Ivoire end in a draw?,0x2b4abd4c4f6336b33cdaf7aa65430ef1f4afe7122d1678b1f3d022b4357cdbf5,107928370782866384352393308470448074487232209143841431481520161337861243389626,2026-04-06T22:28:58.90838Z,2026-06-20T20:00:00Z,2026-06-20 22:14:50+00,0,4709149.469871984
27,fifwc-ger-civ-2026-06-20,away,Will Côte d'Ivoire win on 2026-06-20?,0xd9a23115df9698780e32b300739bcacadc9395e826d1b4c4608d404175d7ccea,34949477535476026489714414939200175816336848313521000211837354783838790884040,2026-04-06T22:29:04.979035Z,2026-06-20T20:00:00Z,2026-06-20 22:17:17+00,0,6769898.321413081
